direction,entryPrice,exitPrice,pnl,rMultiple,entryTimestamp,exitTimestamp,barsHeld,exitType,entryComment
short,101673.7245,99409.21019524528,3.647068080292464,0.8741685237234919,2025-11-13T14:45:00.000Z,2025-11-13T18:00:00.000Z,13,tp1,"Squeeze release short — dual TP"
short,101673.7245,98226.0652928679,7.054589154027186,1.3527358745125853,2025-11-13T14:45:00.000Z,2025-11-13T18:30:00.000Z,15,tp2,"Squeeze release short — dual TP"
short,101673.7245,99672.87329999999,0.7809567834930963,0.7487525030936756,2025-11-13T14:45:00.000Z,2025-11-14T03:00:00.000Z,49,signal,"Squeeze release short — dual TP"
short,94749.05609999999,95215.12,-1.9005124931569164,-0.1845872863293407,2025-11-14T12:45:00.000Z,2025-11-15T01:00:00.000Z,49,signal,"Squeeze release short — dual TP"
short,95154.1506,96127.93189999998,-5.605631770078461,-0.5349895916618511,2025-11-15T21:00:00.000Z,2025-11-16T09:15:00.000Z,49,signal,"Squeeze release short — dual TP"
short,94803.50159999999,92858.80946757049,3.6087603253722054,0.8620791236732542,2025-11-17T13:15:00.000Z,2025-11-17T17:30:00.000Z,17,tp1,"Squeeze release short — dual TP"
short,94803.50159999999,91839.01420135575,6.988834589479469,1.3356228411260602,2025-11-17T13:15:00.000Z,2025-11-17T19:30:00.000Z,25,tp2,"Squeeze release short — dual TP"
short,94803.50159999999,91847.25549999998,1.3797799459398477,1.3184355617022832,2025-11-17T13:15:00.000Z,2025-11-18T01:30:00.000Z,49,signal,"Squeeze release short — dual TP"
short,90268.7409,91860.3686,-6.229282159016048,-0.6031282087864696,2025-11-18T03:15:00.000Z,2025-11-18T12:45:00.000Z,38,signal,"Squeeze release short — dual TP"
short,89811.099,91600.50899999999,-8.070763055692955,-0.7774939761704042,2025-11-19T16:00:00.000Z,2025-11-20T00:00:00.000Z,32,signal,"Squeeze release short — dual TP"
short,83572.44390000001,84794.60989999998,-4.501184448170534,-0.43788214418560323,2025-11-22T10:30:00.000Z,2025-11-22T22:45:00.000Z,49,signal,"Squeeze release short — dual TP"
short,87274.8378,87138.95189999999,0.02018180900470129,0.0019318177068208733,2025-11-25T08:00:00.000Z,2025-11-25T20:15:00.000Z,49,signal,"Squeeze release short — dual TP"
short,86785.7274,87625.6381,-4.501132550480572,-0.4326982471660894,2025-11-26T04:15:00.000Z,2025-11-26T16:30:00.000Z,49,signal,"Squeeze release short — dual TP"
short,90863.7453,90940.74989999998,-1.2394840860363785,-0.11776488173779139,2025-11-27T13:00:00.000Z,2025-11-28T01:15:00.000Z,49,signal,"Squeeze release short — dual TP"
short,90524.9844,89462.74878579503,3.3967193601352332,0.7872972551239975,2025-11-30T23:30:00.000Z,2025-12-01T00:00:00.000Z,2,tp1,"Squeeze release short — dual TP"
short,90524.9844,88886.32317869255,6.747024200169042,1.251069180548796,2025-11-30T23:30:00.000Z,2025-12-01T00:00:00.000Z,2,tp2,"Squeeze release short — dual TP"
short,90524.9844,86340.3541,3.5126773471134154,3.2566967597918173,2025-11-30T23:30:00.000Z,2025-12-01T11:45:00.000Z,49,signal,"Squeeze release short — dual TP"
short,91722.6855,89818.55082605983,3.5488821661804155,0.8482028541370502,2025-12-05T04:45:00.000Z,2025-12-05T16:00:00.000Z,45,tp1,"Squeeze release short — dual TP"
short,91722.6855,88820.57623908974,6.93435555651115,1.3258800713497365,2025-12-05T04:45:00.000Z,2025-12-05T16:15:00.000Z,46,tp2,"Squeeze release short — dual TP"
short,91722.6855,88846.3576,1.372225165598506,1.311878216832482,2025-12-05T04:45:00.000Z,2025-12-05T17:00:00.000Z,49,signal,"Squeeze release short — dual TP"
short,89116.9938,88168.16470300253,3.2375341897180228,0.7453920329678765,2025-12-07T07:45:00.000Z,2025-12-07T14:15:00.000Z,26,tp1,"Squeeze release short — dual TP"
short,89116.9938,89594.50499999999,-3.4377410776344886,-0.5276577091320913,2025-12-07T07:45:00.000Z,2025-12-07T16:00:00.000Z,33,signal,"Squeeze release short — dual TP"
short,90704.205,90460.57019999999,0.6089265207250596,0.057888985796037296,2025-12-12T15:30:00.000Z,2025-12-13T03:45:00.000Z,49,signal,"Squeeze release short — dual TP"
short,89672.8374,89053.03499721485,3.0081573803969577,0.6674412712653416,2025-12-14T10:15:00.000Z,2025-12-14T11:30:00.000Z,5,tp1,"Squeeze release short — dual TP"
short,89672.8374,88698.15249582227,6.2613217254962485,1.111395184174851,2025-12-14T10:15:00.000Z,2025-12-14T11:30:00.000Z,5,tp2,"Squeeze release short — dual TP"
short,89672.8374,89397.60829999999,0.2631871470550056,0.23358081615784468,2025-12-14T10:15:00.000Z,2025-12-14T12:00:00.000Z,7,signal,"Squeeze release short — dual TP"
short,88037.1747,89114.52549999999,-9.271379244116456,-0.8666327838552418,2025-12-14T22:45:00.000Z,2025-12-15T01:45:00.000Z,12,signal,"Squeeze release short — dual TP"
short,89333.9766,88113.48040100335,3.4487364834427363,0.8070335081386744,2025-12-15T12:15:00.000Z,2025-12-15T14:45:00.000Z,10,tp1,"Squeeze release short — dual TP"
short,89333.9766,87458.47060150502,6.80778355086414,1.2744631474349348,2025-12-15T12:15:00.000Z,2025-12-15T15:00:00.000Z,11,tp2,"Squeeze release short — dual TP"
short,89333.9766,86392.50619999999,2.1432323792887735,2.006138020829201,2025-12-15T12:15:00.000Z,2025-12-16T00:30:00.000Z,49,signal,"Squeeze release short — dual TP"
short,87892.5195,88667.47889999999,-9.988635668892588,-0.9085501389440703,2025-12-21T02:00:00.000Z,2025-12-21T08:45:00.000Z,27,signal,"Squeeze release short — dual TP"
short,86750.3628,88350.69751058932,-11.949650013947604,-1.126260010898221,2025-12-23T15:00:00.000Z,2025-12-23T20:30:00.000Z,22,sl,"Squeeze release short — dual TP"
short,87317.595,88472.19203399596,-12.916356474389403,-1.1857511854610403,2025-12-25T08:30:00.000Z,2025-12-25T15:30:00.000Z,28,sl,"Squeeze release short — dual TP"
short,87257.05559999999,87427.23989999999,-2.207263844779287,-0.2074908816922687,2025-12-26T15:00:00.000Z,2025-12-27T03:15:00.000Z,49,signal,"Squeeze release short — dual TP"
short,88354.95659999999,87416.01679804397,3.321900691222012,0.7646494900607533,2025-12-31T15:00:00.000Z,2025-12-31T16:30:00.000Z,6,tp1,"Squeeze release short — dual TP"
short,88354.95659999999,88050.26229999999,0.9997897975257986,0.15342396415124152,2025-12-31T15:00:00.000Z,2026-01-01T03:15:00.000Z,49,signal,"Squeeze release short — dual TP"
short,93144.4623,91860.01821126333,3.352599027649618,0.7850714226602074,2026-01-06T07:45:00.000Z,2026-01-06T17:45:00.000Z,40,tp1,"Squeeze release short — dual TP"
short,93144.4623,92154.26219999998,3.7011146536521213,0.5777884207859371,2026-01-06T07:45:00.000Z,2026-01-06T20:00:00.000Z,49,signal,"Squeeze release short — dual TP"
short,92145.1626,91239.74859999999,4.550921143380616,0.4314863827342833,2026-01-07T09:15:00.000Z,2026-01-07T21:30:00.000Z,49,signal,"Squeeze release short — dual TP"
short,90556.353,91733.34169999999,-9.270349139352836,-0.8703568432876068,2026-01-09T08:15:00.000Z,2026-01-09T15:30:00.000Z,29,signal,"Squeeze release short — dual TP"
short,94734.171,96545.449,-9.89129378397502,-0.9435300173046377,2026-01-14T06:15:00.000Z,2026-01-14T15:00:00.000Z,35,signal,"Squeeze release short — dual TP"
short,95684.22,95564.86939999998,-0.15181952830189643,-0.014357347745906851,2026-01-15T14:45:00.000Z,2026-01-16T03:00:00.000Z,49,signal,"Squeeze release short — dual TP"
short,95099.3055,94921.3265,0.2053241356210428,0.01942415793533052,2026-01-16T04:45:00.000Z,2026-01-16T17:00:00.000Z,49,signal,"Squeeze release short — dual TP"
short,92435.472,91522.25987971289,3.192159402478812,0.7307453757796968,2026-01-19T23:00:00.000Z,2026-01-20T05:00:00.000Z,24,tp1,"Squeeze release short — dual TP"
short,92435.472,91019.33981956933,6.462605886812076,1.1835297106046487,2026-01-19T23:00:00.000Z,2026-01-20T06:15:00.000Z,29,tp2,"Squeeze release short — dual TP"
short,92435.472,91406.8155,0.8841472179208193,0.8095917647501142,2026-01-19T23:00:00.000Z,2026-01-20T11:15:00.000Z,49,signal,"Squeeze release short — dual TP"
short,87777.3348,87016.19344888037,3.168924019988435,0.7179310427908796,2026-01-25T16:15:00.000Z,2026-01-25T18:30:00.000Z,9,tp1,"Squeeze release short — dual TP"
short,87777.3348,86591.69017332055,6.442894720769386,1.1677286287200286,2026-01-25T16:15:00.000Z,2026-01-25T19:15:00.000Z,12,tp2,"Squeeze release short — dual TP"
short,87777.3348,87706.4188,-0.05730074332270689,-0.05192675134762449,2026-01-25T16:15:00.000Z,2026-01-26T01:30:00.000Z,37,signal,"Squeeze release short — dual TP"
short,86891.8212,85623.87252947148,3.5142972348676156,0.8256304579391963,2026-01-29T15:00:00.000Z,2026-01-29T15:00:00.000Z,0,tp1,"Squeeze release short — dual TP"
short,86891.8212,84946.45879420722,6.88597967214792,1.2942045979874894,2026-01-29T15:00:00.000Z,2026-01-29T15:30:00.000Z,2,tp2,"Squeeze release short — dual TP"
short,86891.8212,82435.05269999999,3.1940230475042917,3.001547717950678,2026-01-29T15:00:00.000Z,2026-01-30T03:15:00.000Z,49,signal,"Squeeze release short — dual TP"
short,81487.0314,79905.83564422645,3.604559074112636,0.8590006178116216,2026-01-31T14:30:00.000Z,2026-01-31T17:00:00.000Z,10,tp1,"Squeeze release short — dual TP"
short,81487.0314,79074.45346633966,7.006823842640816,1.3358340670185578,2026-01-31T14:30:00.000Z,2026-01-31T17:00:00.000Z,10,tp2,"Squeeze release short — dual TP"
short,81487.0314,79011.93299999999,1.4230547423475421,1.3565097730098672,2026-01-31T14:30:00.000Z,2026-01-31T23:30:00.000Z,36,signal,"Squeeze release short — dual TP"
short,78014.4075,77748.07039999998,0.575539507758511,0.05586484572306611,2026-02-01T07:15:00.000Z,2026-02-01T19:30:00.000Z,49,signal,"Squeeze release short — dual TP"
short,74970.7542,77854.77699999999,-9.506310659107944,-0.9284253996723256,2026-02-02T03:30:00.000Z,2026-02-02T11:30:00.000Z,32,signal,"Squeeze release short — dual TP"
short,77697.0252,77220.04289999999,1.5035342035800372,0.14561913806089716,2026-02-03T03:00:00.000Z,2026-02-03T15:15:00.000Z,49,signal,"Squeeze release short — dual TP"
short,75256.1685,73075.72452489489,3.729709668870569,0.9022953140021884,2026-02-04T13:45:00.000Z,2026-02-04T16:30:00.000Z,11,tp1,"Squeeze release short — dual TP"
short,75256.1685,71947.83678734234,7.117389953498102,1.3774772136432376,2026-02-04T13:45:00.000Z,2026-02-04T22:00:00.000Z,33,tp2,"Squeeze release short — dual TP"
short,75256.1685,72461.48909999999,1.188997788332095,1.150574417869785,2026-02-04T13:45:00.000Z,2026-02-05T02:00:00.000Z,49,signal,"Squeeze release short — dual TP"
short,71357.67090000001,68170.7931093562,3.782670549723173,0.9253812878731692,2026-02-05T03:00:00.000Z,2026-02-05T15:00:00.000Z,48,tp1,"Squeeze release short — dual TP"
short,71357.67090000001,68031.36339999999,5.929231289510403,0.9670063543134568,2026-02-05T03:00:00.000Z,2026-02-05T15:15:00.000Z,49,signal,"Squeeze release short — dual TP"
short,66456.2772,66485.11869999999,-0.6262991472044381,-0.06067586291213312,2026-02-12T16:15:00.000Z,2026-02-13T04:30:00.000Z,49,signal,"Squeeze release short — dual TP"
short,66779.9532,67449.4821,-5.23075111013236,-0.5004099359064247,2026-02-17T15:00:00.000Z,2026-02-18T03:15:00.000Z,49,signal,"Squeeze release short — dual TP"
short,67522.2102,68661.79319999999,-8.898006785285565,-0.8486842306958114,2026-02-21T03:45:00.000Z,2026-02-21T15:45:00.000Z,48,signal,"Squeeze release short — dual TP"
short,66639.0942,65908.842868973,3.3658260061330516,0.7764658355181899,2026-02-23T01:00:00.000Z,2026-02-23T01:00:00.000Z,0,tp1,"Squeeze release short — dual TP"
short,66639.0942,65510.36430345951,6.7084075076663146,1.238055498043048,2026-02-23T01:00:00.000Z,2026-02-23T01:00:00.000Z,0,tp2,"Squeeze release short — dual TP"
short,66639.0942,65783.41769999999,0.9738223188804437,0.8986082573465921,2026-02-23T01:00:00.000Z,2026-02-23T07:00:00.000Z,24,signal,"Squeeze release short — dual TP"
short,65140.294499999996,63670.004015226485,3.6025431992012957,0.8638962054009953,2026-02-23T16:15:00.000Z,2026-02-24T01:15:00.000Z,36,tp1,"Squeeze release short — dual TP"
short,65140.294499999996,62902.20602283973,6.975140108946662,1.338120708414047,2026-02-23T16:15:00.000Z,2026-02-24T04:00:00.000Z,47,tp2,"Squeeze release short — dual TP"
short,65140.294499999996,63253.89069999999,1.1648428388815943,1.1173254589940078,2026-02-23T16:15:00.000Z,2026-02-24T04:30:00.000Z,49,signal,"Squeeze release short — dual TP"
